,,,,
致命药膏,致命毒藥,,,
致命药膏,致命毒藥,,,
影袭,邪惡攻擊,,,
刺杀,暗殺,,,
疾跑,疾跑,,,
刺客之刃,刺客之刃,,,
邪恶短刀,惡毒之匕,,,
匕首精通,匕首專精,,,
打磨,磨利,,,
猎人印记,獵人印記,,,
猎人印记,獵人印記,,,
力量祝福,力量祝福,,,
力量祝福,力量祝福,,,
列王守卫,諸王守護者,,,
圣光术,聖光術,,,
圣光的正义,聖光正義之錘,,,
王者祝福,王者祝福,,,
王者祝福,王者祝福,,,
奉献,奉獻,,,
愤怒之锤,憤怒之錘,,,
真银圣剑,真銀勇士劍,,,
援军,援軍,,,
白银之手新兵,白銀之手新兵,,,
全副武装！,護甲提升!,,,
冲锋,衝鋒,,,
Charge,Charge,,,
冲锋,衝鋒,,,
狂暴,暴怒,,,
狂暴,暴怒,,,
英勇打击,英勇打擊,,,
英勇打击,英勇打擊,,,
炽炎战斧,熾炎戰斧,,,
斩杀,斬殺,,,
奥金斧,奧金收割斧,,,
顺劈斩,順劈斬,,,
大地之环先知,陶土議會先知,,,
岩浆暴怒者,熔岩狂怒者,,,
绿洲钳嘴龟,綠洲鉗嘴龜,,,
淡水鳄,淡水鱷,,,
霜狼步兵,霜狼蠻兵,,,
团队领袖,團隊隊長,,,
强化,強化,,,
狼骑兵,狼騎兵,,,
铁鬃灰熊,鐵鬃灰熊,,,
银背族长,銀背猩猩族王,,,
暴风城骑士,暴風城騎士,,,
铁炉堡火枪手,鐵爐堡步槍兵,,,
狗头人地卜师,狗頭人地卜師,,,
南海船工,南海水手,,,
打磨,磨利,,,
侏儒发明家,地精發明家,,,
雷矛特种兵,雷矛特種兵,,,
白银之手骑士,白銀之手騎士,,,
侍从,侍從,,,
大法师,大法師,,,
拉文霍德刺客,拉文霍德刺客,,,
竞技场主宰,競技場之王,,,
鱼人袭击者,魚人劫掠者,,,
幼龙鹰,小龍鷹,,,
石牙野猪,石牙野豬,,,
血沼迅猛龙,血沼迅猛龍,,,
蓝腮战士,藍鰓戰士,,,
森金持盾卫士,森金禦盾大師,,,
负伤剑圣,受傷的大劍師,,,
鼎盛之力,力量充沛,,,
冰风雪人,冰風雪人,,,
作战傀儡,戰爭魔像,,,
藏宝海湾保镖,藏寶海灣保鏢,,,
叫嚣的中士,嚴厲的士官,,,
“深受鼓舞”,精神振奮,,,
精灵弓箭手,精靈弓箭手,,,
剃刀猎手,剃刀沼澤獵人,,,
食人魔法师,巨魔法師,,,
石拳食人魔,石拳巨魔,,,
熔火恶犬,熔核犬,,,
铁喙猫头鹰,鐵喙貓頭鷹,,,
鲁莽火箭兵,魯莽的火箭手,,,
恶毒铁匠,惡毒的鐵匠,,,
锋利无比！,好利!,,,
暴风城勇士,暴風城勇士,,,
暴风城之力,暴風城之力,,,
霜狼督军,霜狼督軍,,,
霜狼军旗,霜狼旌旗,,,
统御,命令,,,
风险投资公司雇佣兵,風險投資公司雇傭兵,,,
小精灵,幽光,,,
埃隆巴克保护者,鐵桉保衛者,,,
剑刃乱舞,劍刃亂舞,,,
暗言术：痛,暗言術:痛,,,
北郡牧师,北郡教士,,,
神圣之灵,神聖精神,,,
神圣之灵,神聖精神,,,
饥饿的秃鹫,飢餓的禿鷲,,,
野猪,野豬,,,
镜像,鏡像,,,
绵羊,綿羊,,,
欢笑的姐妹,歡笑之女,,,
伊瑟拉苏醒,伊瑟拉之覺醒,,,
翡翠幼龙,翡翠龍,,,
梦境,夢境,,,
噩梦,夢魘,,,
噩梦,夢魘,,,
稳固射击,穩固射擊,,,
暗鳞治愈者,暗鱗醫者,,,
驯兽师,馴犬者,,,
驯兽师的训练,主人在場,,,
森林狼,森林狼,,,
狂怒之嚎,狂怒之嚎,,,
苔原犀牛,凍原犀牛,,,
冲锋,衝鋒,,,
多重射击,多重射擊,,,
追踪术,追蹤,,,
奥术射击,秘法射擊,,,
角斗士的长弓,鬥士長弓,,,
心灵震爆,心靈震爆,,,
雏龙,幼龍,,,
圣光护卫者,護光者,,,
护佑之力,光明籠罩,,,
黑骑士,黑騎士,,,
年轻的女祭司,年輕的女牧師,,,
艾露恩的赐福,伊露恩之賜,,,
王牌猎人,王牌獵人,,,
报警机器人,警報機器人,,,
苦痛侍僧,苦痛侍僧,,,
银色侍从,銀白侍從,,,
愤怒的小鸡,憤怒雞,,,
狼人渗透者,狼人滲透者,,,
巫医,巫毒巫醫,,,
血法师萨尔诺斯,血法師薩爾諾斯,,,
穆克拉,穆克拉,,,
香蕉,香蕉,,,
香蕉,香蕉,,,
工程师学徒,見習工程師,,,
希尔瓦娜斯·风行者,希瓦娜斯·風行者,,,
Skeleton,Skeleton,,,
丛林猎豹,叢林豹,,,
破碎残阳祭司,破碎之日教士,,,
祭司的祝福,教士的祝福,,,
血色十字军战士,血色十字軍,,,
萨尔玛先知,索爾瑪先知,,,
银月城卫兵,銀月看守者,,,
机械幼龙技工,機械幼龍技師,,,
机械幼龙,機械幼龍,,,
荆棘谷猛虎,荊棘谷猛虎,,,
麻疯侏儒,麻瘋地精,,,
烈日行者,日行者,,,
风怒鹰身人,風怒鷹身人,,,
暮光幼龙,暮光飛龍,,,
暮光审判,暮光之時,,,
任务达人,解任務的冒險者,,,
升级！,升級了!,,,
上古看守者,遠古看守者,,,
黑铁矮人,黑鐵矮人,,,
淬火,淬鍛,,,
破法者,破法者,,,
年轻的酒仙,年輕的釀酒大師,,,
寒光智者,冷光神諭者,,,
魔瘾者,魔法成癮者,,,
嗜魔增幅,強化,,,
年迈的酒仙,老邁的釀酒大師,,,
日怒保卫者,日怒保衛者,,,
疯狂的炼金师,瘋狂的鍊金師,,,
实验！,實驗!,,,
实验！,實驗!,,,
老瞎眼,老瞎眼,,,
酸性沼泽软泥怪,酸性沼澤軟泥怪,,,
银色指挥官,銀白指揮官,,,
小个子召唤师,迷你召喚師,,,
奥秘守护者,保密者,,,
守护奥秘,保密,,,
疯狂投弹者,瘋狂炸彈客,,,
工匠大师欧沃斯巴克,技工大師歐沃斯巴克,,,
战歌指挥官,戰歌指揮官,,,
冲锋,衝鋒,,,
精神控制技师,精神控制技師,,,
奥术傀儡,秘法魔像,,,
秘教暗影祭司,卡巴暗影牧師,,,
秘教掌控,卡巴控制,,,
阿古斯防御者,阿古斯防衛者,,,
阿古斯之手,阿古斯之手,,,
加基森拍卖师,加基森拍賣師,,,
战利品贮藏者,掠寶囤積者,,,
憎恶,憎惡體,,,
游学者周卓,博學行者阿洲,,,
攻城车,石毀車,,,
寒光先知,冷光先知,,,
鱼人怒吼,姆嘎哈歐,,,
山岭巨人,山嶺巨人,,,
凯恩·血蹄,凱恩·血蹄,,,
贝恩·血蹄,貝恩·血蹄,,,
格尔宾·梅卡托克,傑爾賓·梅卡托克,,,
火车王里诺艾,炸雞勇者,,,
刺骨,剔骨,,,
背叛,背叛,,,
隐藏,隱蔽,,,
被隐藏,隱蔽,,,
刀扇,飛舞刀刃,,,
崇高牺牲,光榮犧牲,,,
防御者,防衛者,,,
迪菲亚头目,迪菲亞頭目,,,
迪菲亚强盗,迪菲亞強盜,,,
以眼还眼,以眼還眼,,,
毁灭之刃,墮滅之刃,,,
军情七处特工,軍情七處密探,,,
救赎,救贖,,,
裂颅之击,碎頭,,,
暗影步,暗影閃現,,,
伺机待发,準備,,,
伺机待发,準備,,,
愤怒,憤怒,,,
愤怒,憤怒,,,
愤怒,憤怒,,,
自然印记,自然印記,,,
自然印记,自然印記,,,
自然印记,自然印記,,,
自然印记,自然印記,,,
自然印记,自然印記,,,
丛林之魂,森林之魂,,,
丛林之魂,森林之魂,,,
树人,樹人,,,
野性之力,野性之力,,,
召唤猎豹,召喚一隻獵豹,,,
兽群领袖,獸群領袖,,,
兽群领袖,獸群領袖,,,
猎豹,獵豹,,,
自然平衡,自然化,,,
挫志咆哮,挫志咆哮,,,
恐狼前锋,原生恐狼,,,
狼群之力,獸群之力,,,
滋养,滋補術,,,
滋养,滋補術,,,
滋养,滋補術,,,
利爪德鲁伊,利爪德魯伊,,,
猎豹形态,獵豹形態,,,
熊形态,熊形態,,,
利爪德鲁伊,利爪德魯伊,,,
利爪德鲁伊,利爪德魯伊,,,
丛林守护者,森林看守者,,,
月火术,月火術,,,
禁魔,驅散,,,
激活,啟動,,,
帝王眼镜蛇,帝王眼鏡蛇,,,
星火术,星火術,,,
战争古树,戰爭古樹,,,
扎根,植根,,,
扎根,植根,,,
拔根,拔根,,,
拔根,拔根,,,
闪电箭,閃電箭,,,
熔岩爆裂,熔岩爆發,,,
尘魔,塵魔,,,
图腾之力,圖騰之力,,,
图腾之力,圖騰之力,,,
大地震击,大地震擊,,,
妖术,妖術,,,
妖术变形,妖術變形,,,
雷铸战斧,風暴冶煉之斧,,,
野性狼魂,野性之魂,,,
迦顿男爵,迦頓男爵,,,
土元素,土元素,,,
叉状闪电,叉狀閃電,,,
无羁元素,無縛的元素,,,
过载,超載,,,
闪电风暴,閃電風暴,,,
虚灵奥术师,以太秘法師,,,
原始的能量！,純粹的能量!,,,
冰锥术,冰錐術,,,
奥术飞弹,秘法飛彈,,,
毒刃,毒襲,,,
炎爆术,炎爆術,,,
冰霜元素,冰霜元素,,,
碧蓝幼龙,蒼藍龍,,,
法术反制,法術反制,,,
寒冰护体,寒冰護體,,,
镜像实体,鏡像體,,,
寒冰屏障,寒冰屏障,,,
寒冰屏障,寒冰屏障,,,
炎魔之王拉格纳罗斯,『炎魔』拉格納羅斯,,,
恶魔卫士,惡魔守衛,,,
死亡缠绕,死影纏繞,,,
暗影烈焰,暗影之焰,,,
虚空恐魔,虛無恐獸,,,
吞噬,吞噬,,,
魅魔,魅魔,,,
灵魂之火,靈魂之火,,,
灵魂虹吸,靈魂虹吸,,,
末日守卫,末日守衛,,,
扭曲虚空,扭曲虛空,,,
深渊领主,深淵領主,,,
召唤传送门,召喚傳送門,,,
力量的代价,壓倒性的力量,,,
力量的代价,壓倒性的力量,,,
感知恶魔,感知惡魔,,,
游荡小鬼,沒用的小鬼,,,
烈焰小鬼,烈焰小鬼,,,
末日灾祸,末日災厄,,,
加拉克苏斯大王,賈拉克瑟斯領主,,,
加拉克苏斯大王,賈拉克瑟斯領主,,,
血怒,血之烈怒,,,
沉默,沉默,,,
暗影狂乱,暗影狂亂,,,
黑暗命令,黑暗敕令,,,
光耀之子,聖光之子,,,
思维窃取,思想竊取,,,
光明之泉,光束泉,,,
控心术,心理遊戲,,,
空无之影,虛無之影,,,
神恩术,神恩術,,,
先知维伦,預言者費倫,,,
圣疗术,聖療術,,,
受祝福的勇士,勇者祝福,,,
圣殿骑士的裁决,聖殿騎士之裁決,,,
谦逊,謙恭,,,
谦逊,謙恭,,,
银色保卫者,銀色黎明保衛者,,,
智慧祝福,智慧祝福,,,
智慧祝福,智慧祝福,,,
智慧祝福,智慧祝福,,,
神圣愤怒,神聖憤怒,,,
公正之剑,正義之劍,,,
伸张正义,伸張正義,,,
保护之手,保護聖禦,,,
忏悔,懺悔,,,
忏悔,懺悔,,,
奥尔多卫士,奧多爾保安官,,,
,,,,
提里奥·弗丁,提里奧·弗丁,,,
灰烬使者,灰燼使者,,,
复仇之怒,復仇之怒,,,
牛头人战士,牛頭人戰士,,,
猛击,猛擊,,,
战斗怒火,戰鬥狂怒,,,
阿曼尼狂战士,阿曼尼狂戰士,,,
魔古山守望者,魔古山看守者,,,
阿拉希武器匠,阿拉希武器鍛造師,,,
战斧,戰鬥斧,,,
古拉巴什狂暴者,古拉巴什狂戰士,,,
狂暴,狂暴,,,
旋风斩,旋風斬,,,
铸甲师,護甲鍛造師,,,
持盾卫士,負盾兵,,,
绝命乱斗,鬥毆,,,
致死打击,致死打擊,,,
升级！,升級!,,,
升级,已升級,,,
重斧,重斧,,,
盾牌猛击,盾牌猛擊,,,
血吼,血吼之斧,,,
血性狂暴,血性狂暴,,,
需要打磨,需要磨利,,,
暴怒的狼人,盛怒的狼人,,,
格罗玛什·地狱咆哮,葛羅瑪許·地獄吼,,,
鱼人猎潮者,獵潮魚人,,,
鱼人斥候,魚人斥候,,,
鱼人领军,魚人隊長,,,
姆若咯啦啊咯啦！,姆嘎啦葛歐!,,,
暗鳞先知,厲鱗神諭者,,,
姆啦咯咯若啦咯啦啦哔！,啦嘎咕啦布啦!,,,
鱼人招潮者,魚人招潮者,,,
咘啦咯咯啦！,布拉勾勾,,,
耐心的刺客,有耐心的刺客,,,
食腐土狼,食腐土狼,,,
进食充分,充分進食,,,
误导,誤導,,,
长鬃草原狮,長鬃草原獅,,,
土狼,土狼,,,
鹰角弓,鷹角弓,,,
升级,已升級,,,
爆炸射击,爆裂射擊,,,
关门放狗,放狗,,,
猎犬,獵犬,,,
杀戮命令,擊殺命令,,,
暴龙王克鲁什,克洛許王,,,
照明弹,照明彈,,,
狂野怒火,狂野怒火,,,
狂野怒火,狂野怒火,,,
毒蛇陷阱,毒蛇陷阱,,,
蛇,蛇,,,
麦田傀儡,麥田魔像,,,
纳特·帕格,納特·帕格,,,
哈里森·琼斯,哈里遜·瓊斯,,,
大法师安东尼达斯,大法師安東尼達斯,,,
诺兹多姆,諾茲多姆,,,
阿莱克丝塔萨,雅立史卓莎,,,
阿莱克丝塔萨之火,紅龍女王之火,,,
奥妮克希亚,奧妮克希亞,,,
玛里苟斯,瑪里苟斯,,,
无面操纵者,無面操縱者,,,
火舌图腾,火舌圖騰,,,
火舌,火舌,,,
毁灭之锤,末日錘,,,
撕咬,撕咬,,,
撕咬,撕咬,,,
自然之力,自然之力,,,
伊瑟拉,伊瑟拉,,,
塞纳留斯,塞納留斯,,,
半神的恩赐,半神的恩眷,,,
半神的恩赐,半神的恩眷,,,
恩师的教诲,尊師的教導,,,
树人,樹人,,,
法力之潮图腾,法力之潮圖騰,,,
比斯巨兽,比斯巨獸,,,
野蛮之击,兇蠻,,,
闷棍,悶棍,,,
达拉然法师,達拉然法師,,,
艾露恩的女祭司,伊露恩的女祭司,,,
年迈的法师,老邁的法師,,,
肯瑞托的教诲,祈倫托的教誨,,,
海巨人,海巨人,,,
风语者,語風者,,,
,,,,
血骑士,血騎士,,,
穆鲁之影,莫魯之影,,,
奥金尼灵魂祭司,奧奇奈靈魂牧師,,,
夜刃刺客,夜刃刺客,,,
蒸发,氣化,,,
诅咒教派领袖,教派宗師,,,
恶魔之火,惡魔火焰,,,
恶魔之火,惡魔火焰,,,
小鬼召唤师,小鬼召喚師,,,
小鬼,小鬼,,,
严酷的监工,殘酷的監工,,,
鞭打成型,調教一番,,,
暴乱狂战士,白沫狂戰士,,,
狂暴,狂暴,,,
盾牌格挡,盾牌格擋,,,
怒火中烧,心靈之怒,,,
怒火中烧,心靈之怒,,,
巫师学徒,巫士的學徒,,,
狙击,狙擊,,,
爆炸陷阱,爆炸陷阱,,,
冰冻陷阱,冰凍陷阱,,,
触发陷阱,被困住,,,
肯瑞托法师,祈倫托法師,,,
肯瑞托之力,祈倫托之力,,,
艾德温·范克里夫,艾德溫·范克里夫,,,
范克里夫的复仇,范克里夫的復仇,,,
伊利丹·怒风,伊利丹·怒風,,,
埃辛诺斯之焰,埃辛諾斯火焰,,,
法力怨魂,法力怨靈,,,
致命射击,致命射擊,,,
生而平等,一視同仁,,,
生而平等,一視同仁,,,
熔核巨人,熔火巨人,,,
治疗之环,治療之環,,,
暗言术：灭,暗言術:死,,,
圣殿执行者,神殿執行者,,,
生命灌注,注入,,,
神圣之火,神聖之火,,,
暗影形态,暗影形態,,,
心灵尖刺,心靈鑽刺,,,
心灵碎裂,心靈碎裂,,,
群体驱散,群體驅魔,,,
芬克·恩霍尔,芬克·恩霍爾,,,
幽灵狼,幽靈狼,,,
松鼠,松鼠,,,
魔暴龙,魔暴龍,,,
精神控制,心靈控制,,,
地狱火！,煉獄!,,,
地狱火,煉獄火,,,
树人,樹人,,,
,,,,
幸运币祝福,擲幣之幸運,,,
幸运币化身,擲幣之化身,,,
幸运币复仇,擲幣之復仇,,,
幸运币复仇,擲幣之復仇,,,
暂离,不在電腦前,,,
幸运币,幸運幣,,,
幸运币,幸運幣,,,
不不不,不!!!!!!!!,,,
加尔鲁什·地狱咆哮,卡爾洛斯·地獄吼,,,
萨尔,索爾,,,
瓦莉拉·萨古纳尔,瓦麗拉·桑古納爾,,,
乌瑟尔·光明使者,『光明使者』烏瑟,,,
雷克萨,雷克薩,,,
玛法里奥·怒风,瑪法里恩·怒風,,,
古尔丹,古爾丹,,,
吉安娜·普罗德摩尔,珍娜·普勞德摩爾,,,
安度因·乌瑞恩,安杜因·烏瑞恩,,,
青蛙,青蛙,,,
导航小鸡,自動導航小雞,,,
修理机器人,修理機器人,,,
壮胆机器人3000型,勇氣給予者3000,,,
壮胆！,勇氣大增!,,,
变鸡器,變形器,,,
变形,變形,,,
小鸡,雞,,,
牺牲契约,犧牲契印,,,
消失,消失,,,
劫持者,綁匪,,,
Adrenaline Rush,Adrenaline Rush,,,
星辰坠落,星殞術,,,
星辰坠落,星殞術,,,
星辰坠落,星殞術,,,
知识古树,知識古樹,,,
古老的教诲,古老的教誨,,,
古老的秘密,古老的秘密,,,
治疗图腾,治療圖騰,,,
风领主奥拉基尔,『馭風者』奧拉基爾,,,
库卡隆精英卫士,柯爾克隆精英,,,
法力浮龙,法力龍鰻,,,
法力吸取,法力暴食,,,
伪装大师,偽裝大師,,,
船长的鹦鹉,船長的鸚鵡,,,
鱼人杀手蟹,飢餓的螃蟹,,,
吃饱了,酒足飯飽,,,
血帆袭击者,血帆劫掠者,,,
财迷心窍,瘋想寶藏,,,
飞刀杂耍者,飛刀手,,,
狂野炎术师,狂野火占師,,,
末日预言者,末日預言者,,,
恐怖海盗,驚懼海盜,,,
精灵龙,精靈龍,,,
绿皮船长,綠皮船長,,,
绿皮的命令,綠皮的指揮,,,
血帆海盗,血帆海寇,,,
加固,激勵,,,
紫罗兰教师,紫羅蘭教師,,,
紫罗兰学徒,紫羅蘭學徒,,,
南海船长,南海船長,,,
呀！,耶啊!,,,
米尔豪斯·法力风暴,米歐浩斯·曼納斯頓,,,
杀了米尔豪斯！,殺死米歐浩斯!,,,
死亡之翼,死亡之翼,,,
动物伙伴,動物夥伴,,,
米莎,米莎,,,
雷欧克,里奧克,,,
天空之眼,空中之眼,,,
霍弗,胡佛,,,
命令怒吼,命令之吼,,,
命令怒吼,命令之吼,,,
命令怒吼,命令之吼,,,
铸剑师,劍類鍛造大師,,,
装备,著裝,,,
格鲁尔,戈魯爾,,,
生长,生長,,,
霍格,霍格,,,
豺狼人,豺狼人,,,
狂奔科多兽,奔竄的科多獸,,,
,,,,
精英牛头人酋长,精英牛頭大佬,,,
我是鱼人,我是魚人,,,
鱼人,魚人,,,
潜行者的伎俩,盜賊愛從...,,,
部落的力量,部落之力,,,
骷髅,骷髏,,,
损坏的傀儡,受損的魔像,,,
腐肉食尸鬼,食肉食屍鬼,,,
野蛮残食,食屍,,,
扰咒术,法術扭曲者,,,
扰咒师,法術扭曲者,,,
霍格,霍格,,,
河爪豺狼人,河爪豺狼人,,,
豺狼人,豺狼人,,,
霍格很厉害！,霍格打打!,,,
大型豺狼人,巨大的豺狼人,,,
吉安娜·普罗德摩尔,珍娜·普勞德摩爾,,,
米尔豪斯·法力风暴,米歐浩斯·曼納斯頓,,,
穆克拉,穆克拉,,,
掷桶,擲桶,,,
木桶,桶子,,,
践踏,踐踏,,,
躲起来的侏儒,隱藏的地精,,,
香蕉,香蕉,,,
香蕉,香蕉,,,
穆克拉的大表哥,穆克拉的大哥,,,
穆克拉的意志,穆克拉的意志,,,
穆克拉之力,穆克拉的力量,,,
赫米特·奈辛瓦里,赫米特·奈辛瓦里,,,
疯狂的猎人,狂獵人,,,
火枪轰击,獵槍衝擊,,,
伊利丹·怒风,伊利丹·怒風,,,
埃辛诺斯之焰,埃辛諾斯火焰,,,
埃辛诺斯之焰,埃辛諾斯火焰,,,
纳迦侍从,納迦部屬,,,
埃辛诺斯战刃,埃辛諾斯戰刃,,,
火焰爆裂,烈焰爆擊,,,
恶魔变形,惡魔化身,,,
双持战刃,雙戰刃,,,
游学者周卓,博學行者阿洲,,,
熊猫人斥候,熊貓人斥候,,,
影踪派武僧,影潘武僧,,,
帝王传承,御傳心法,,,
帝王传承,御傳心法,,,
酒仙,釀酒大師,,,
魂体双分,超凡入聖,,,
魂体双分,超凡入聖,,,
疯狂的猴子,瘋狂的猴子,,,
